worker_id,full_name,phone,email,city,locality,category,user_zone,worker_zone,available,weekly_gigs,rating,completed_jobs,acceptance_rate,cancellation_rate,response_minutes,price,budget,distance_km,successful_booking
463,Kunal Das,+918575264254,worker463@kaushalkonnect.in,Delhi,Saket,Appliance Repair,South,South,1,5,4.03,478,0.87,0.11,78,583,3069,2.9,0
464,Riya Mehta,+917467615155,worker464@kaushalkonnect.in,Delhi,Malviya Nagar,Electrical,South,South,1,7,4.49,160,0.87,0.1,97,425,1121,12.4,1
465,Sachin Wadhwa,+916704661106,worker465@kaushalkonnect.in,Delhi,Karol Bagh,Electrical,Central,Central,0,3,4.52,302,0.77,0.02,94,780,1340,2.0,1
466,Arjun Srivastava,+917332827394,worker466@kaushalkonnect.in,Delhi,Rajouri Garden,Plumbing,West,West,1,5,4.27,214,0.96,0.1,36,664,2496,1.6,0
467,Priya Bhardwaj,+917248116061,worker467@kaushalkonnect.in,Noida,Sector 62,Appliance Repair,Noida,Noida,1,4,4.38,270,0.86,0.05,39,731,817,13.0,1
468,Suraj Kapoor,+918927288520,worker468@kaushalkonnect.in,Noida,Sector 18,Electrical,Noida,Noida,0,9,3.65,367,0.77,0.15,80,587,2413,3.2,1
469,Siddharth Iyer,+916793696504,worker469@kaushalkonnect.in,Noida,Sector 50,Home Cleaning,Noida,Noida,1,7,4.82,97,0.98,0.06,10,546,1201,7.2,0
470,Ayush Kapoor,+917682936682,worker470@kaushalkonnect.in,Noida,Sector 137,Carpentry,Noida,Noida,0,9,3.52,95,0.89,0.05,75,587,2866,9.1,0
471,Rahul Tripathi,+916035400728,worker471@kaushalkonnect.in,Greater Noida,Knowledge Park,Electrical,Greater Noida,Greater Noida,1,10,4.06,649,0.97,0.19,37,611,1227,5.9,1
472,Sakshi Arora,+919899953388,worker472@kaushalkonnect.in,Greater Noida,Alpha 1,Electrical,Greater Noida,Greater Noida,1,17,4.37,331,0.99,0.08,10,581,2736,3.2,1
473,Simran Jain,+916047430755,worker473@kaushalkonnect.in,Ghaziabad,Indirapuram,Home Cleaning,Ghaziabad,Ghaziabad,0,9,4.71,592,0.82,0.11,62,509,532,10.0,1
474,Aditi Qureshi,+918661556414,worker474@kaushalkonnect.in,Ghaziabad,Vaishali,Appliance Repair,Ghaziabad,Ghaziabad,1,10,5.0,259,0.94,0.01,35,532,2319,0.8,0
475,Rohit Dutta,+919380832990,worker475@kaushalkonnect.in,Ghaziabad,Kaushambi,Carpentry,Ghaziabad,Ghaziabad,0,10,4.63,269,0.9,0.1,85,487,2536,12.7,0
476,Dev Shah,+918257020982,worker476@kaushalkonnect.in,Gurugram,Sector 14,Appliance Repair,Gurugram,Gurugram,1,8,4.19,463,0.79,0.08,62,549,2509,7.7,1
477,Vikram Khanna,+917270469929,worker477@kaushalkonnect.in,Gurugram,Sector 56,Painting,Gurugram,Gurugram,0,12,4.4,249,0.99,0.03,88,629,3552,14.8,1
478,Aman Menon,+919130429950,worker478@kaushalkonnect.in,Gurugram,DLF Phase 3,Plumbing,Gurugram,Gurugram,1,9,4.57,569,0.91,0.1,72,549,2373,8.0,0
479,Deepak Bisht,+919163794170,worker479@kaushalkonnect.in,Faridabad,Sector 15,Appliance Repair,Faridabad,Faridabad,1,10,4.55,283,0.99,0.08,32,584,1898,12.7,0
480,Meera Saini,+916977056447,worker480@kaushalkonnect.in,Faridabad,Sector 21,Electrical,Faridabad,Faridabad,1,8,4.55,602,0.81,0.13,27,554,2546,3.9,0
481,Sonu Kumar,+919745671889,worker481@kaushalkonnect.in,Delhi,Laxmi Nagar,Electrical,East,East,1,8,4.58,574,0.84,0.02,41,547,1358,14.5,1
482,Nisha Kohli,+917234518832,worker482@kaushalkonnect.in,Delhi,Preet Vihar,Electrical,East,East,1,12,4.54,415,0.99,0.11,38,457,2808,12.5,1
483,Ravi Iyer,+919611442530,worker483@kaushalkonnect.in,Delhi,Rohini,Carpentry,North,North,1,7,3.85,338,0.9,0.03,54,472,2009,2.9,0
484,Sameer Negi,+917012029075,worker484@kaushalkonnect.in,Delhi,Pitampura,Electrical,North,North,1,5,4.04,300,0.86,0.05,20,539,641,12.0,0
485,Pooja Sharma,+917837294215,worker485@kaushalkonnect.in,Delhi,Dwarka,Painting,West,West,1,6,4.2,521,0.95,0.17,18,498,3990,3.5,0
486,Rakesh Roy,+918586183659,worker486@kaushalkonnect.in,Delhi,Janakpuri,Appliance Repair,West,West,1,5,3.61,272,0.9,0.05,79,1014,989,9.7,1
487,Nikhil Tiwari,+916996460063,worker487@kaushalkonnect.in,Delhi,Saket,Plumbing,South,South,0,18,3.85,354,0.84,0.04,64,469,1655,13.6,0
488,Ankit Tripathi,+918726451521,worker488@kaushalkonnect.in,Delhi,Malviya Nagar,Painting,South,South,1,10,3.98,358,0.86,0.09,74,548,3299,7.5,0
489,Pankaj Saxena,+917637849491,worker489@kaushalkonnect.in,Delhi,Karol Bagh,Home Cleaning,Central,Central,1,12,5.0,229,0.91,0.11,56,301,626,8.4,1
490,Pooja Kumar,+918688408742,worker490@kaushalkonnect.in,Delhi,Rajouri Garden,Carpentry,West,West,0,6,4.83,501,0.85,0.18,51,650,2098,3.2,0
491,Vinay Chauhan,+916699657253,worker491@kaushalkonnect.in,Noida,Sector 62,Carpentry,Noida,Noida,1,14,5.0,122,0.94,0.15,65,628,1025,11.1,1
492,Sakshi Wadhwa,+918075454098,worker492@kaushalkonnect.in,Noida,Sector 18,Painting,Noida,Noida,1,11,5.0,645,0.94,0.06,87,351,2466,5.2,1
493,Akash Saini,+918425507898,worker493@kaushalkonnect.in,Noida,Sector 50,Painting,Noida,Noida,0,13,4.09,135,0.87,0.13,65,612,1992,12.5,0
494,Anil Thakur,+918566201211,worker494@kaushalkonnect.in,Noida,Sector 137,Carpentry,Noida,Noida,1,5,4.56,248,0.86,0.19,72,717,1805,7.1,0
495,Deepika Tiwari,+917109978963,worker495@kaushalkonnect.in,Greater Noida,Knowledge Park,Plumbing,Greater Noida,Greater Noida,0,8,4.68,607,0.99,0.09,100,452,1908,6.3,1
496,Shreya Kapoor,+917562702041,worker496@kaushalkonnect.in,Greater Noida,Alpha 1,Home Cleaning,Greater Noida,Greater Noida,0,11,5.0,277,0.97,0.11,53,314,1384,11.9,1
497,Suman Patel,+916575846534,worker497@kaushalkonnect.in,Ghaziabad,Indirapuram,Painting,Ghaziabad,Ghaziabad,1,12,4.58,58,0.86,0.05,38,640,3300,11.3,0
498,Mohit Sharma,+916353278201,worker498@kaushalkonnect.in,Ghaziabad,Vaishali,Appliance Repair,Ghaziabad,Ghaziabad,1,3,4.3,521,0.9,0.03,49,1032,3264,6.4,0
499,Neeraj Sheikh,+919713253660,worker499@kaushalkonnect.in,Ghaziabad,Kaushambi,Painting,Ghaziabad,Ghaziabad,1,5,3.76,407,0.9,0.11,60,359,1798,8.1,1
500,Sonu Rao,+916947382620,worker500@kaushalkonnect.in,Gurugram,Sector 14,Painting,Gurugram,Gurugram,1,17,4.22,71,0.95,0.04,76,428,1987,1.0,0
501,Sanjay Nair,+916200303376,worker501@kaushalkonnect.in,Gurugram,Sector 56,Electrical,Gurugram,Gurugram,1,11,4.28,85,0.85,0.08,10,725,1097,12.2,1
502,Ravi Sheikh,+919259217584,worker502@kaushalkonnect.in,Gurugram,DLF Phase 3,Carpentry,Gurugram,Gurugram,0,8,4.29,466,0.99,0.07,50,595,1990,3.8,1
503,Neha Chaudhary,+916125552007,worker503@kaushalkonnect.in,Faridabad,Sector 15,Carpentry,Faridabad,Faridabad,1,12,3.76,8,0.93,0.01,81,871,3046,0.8,1
504,Arnav Bhatia,+919037093453,worker504@kaushalkonnect.in,Faridabad,Sector 21,Plumbing,Faridabad,Faridabad,1,6,4.76,306,0.88,0.08,66,587,1850,5.0,0
505,Pankaj Jain,+919442914972,worker505@kaushalkonnect.in,Delhi,Laxmi Nagar,Appliance Repair,East,East,1,17,4.21,400,0.82,0.13,74,487,4645,11.4,0
506,Vivek Das,+917574666630,worker506@kaushalkonnect.in,Delhi,Preet Vihar,Painting,East,East,1,10,3.8,393,0.83,0.08,74,476,836,3.3,1
507,Vikram Bhatia,+919395732251,worker507@kaushalkonnect.in,Delhi,Rohini,Carpentry,North,North,1,5,4.17,310,0.87,0.09,69,607,1900,5.8,1
508,Sakshi Mehta,+916228255196,worker508@kaushalkonnect.in,Delhi,Pitampura,Appliance Repair,North,North,1,10,4.19,261,0.86,0.11,124,518,1915,9.9,1
509,Priya Bisht,+919796794548,worker509@kaushalkonnect.in,Delhi,Dwarka,Home Cleaning,West,West,1,12,3.61,347,0.99,0.11,66,464,665,13.2,1
510,Isha Jain,+917383321285,worker510@kaushalkonnect.in,Delhi,Janakpuri,Plumbing,West,West,1,9,4.1,307,0.83,0.05,15,660,2468,13.5,0
511,Deepak Saxena,+917627249477,worker511@kaushalkonnect.in,Delhi,Saket,Plumbing,South,South,0,14,4.4,242,0.85,0.11,31,432,1443,3.5,1
512,Suraj Agarwal,+918288524656,worker512@kaushalkonnect.in,Delhi,Malviya Nagar,Carpentry,South,South,1,10,3.86,10,0.96,0.1,124,587,2724,11.9,1
513,Nikhil Nair,+917780537985,worker513@kaushalkonnect.in,Delhi,Karol Bagh,Electrical,Central,Central,1,10,4.5,541,0.92,0.07,63,547,1596,6.8,0
514,Shreya Gupta,+917392526064,worker514@kaushalkonnect.in,Delhi,Rajouri Garden,Plumbing,West,West,1,9,4.99,386,0.99,0.19,114,586,1287,12.7,0
515,Meera Saxena,+918646267104,worker515@kaushalkonnect.in,Noida,Sector 62,Carpentry,Noida,Noida,1,3,3.8,454,0.9,0.05,78,506,3229,10.0,1
516,Shivam Singh,+916018361254,worker516@kaushalkonnect.in,Noida,Sector 18,Electrical,Noida,Noida,1,5,4.3,457,0.81,0.02,100,645,2390,14.0,1
517,Ankit Rao,+918960208883,worker517@kaushalkonnect.in,Noida,Sector 50,Carpentry,Noida,Noida,1,8,4.85,200,0.92,0.03,31,819,955,12.6,1
518,Gaurav Bhatia,+916899238879,worker518@kaushalkonnect.in,Noida,Sector 137,Home Cleaning,Noida,Noida,1,1,4.34,25,0.81,0.15,36,434,518,6.4,1
519,Ayush Bhardwaj,+918661425706,worker519@kaushalkonnect.in,Greater Noida,Knowledge Park,Electrical,Greater Noida,Greater Noida,0,15,4.29,564,0.89,0.11,10,617,1658,6.9,0
520,Isha Das,+917965395456,worker520@kaushalkonnect.in,Greater Noida,Alpha 1,Appliance Repair,Greater Noida,Greater Noida,1,1,4.31,428,0.89,0.08,45,663,1183,7.7,0
521,Anjali Bisht,+916146088449,worker521@kaushalkonnect.in,Ghaziabad,Indirapuram,Electrical,Ghaziabad,Ghaziabad,0,1,4.63,91,0.98,0.01,61,467,1002,4.3,0
522,Shreya Sharma,+917243730129,worker522@kaushalkonnect.in,Ghaziabad,Vaishali,Plumbing,Ghaziabad,Ghaziabad,1,9,3.57,411,0.79,0.01,81,527,2371,9.9,0
523,Naman Das,+916849271125,worker523@kaushalkonnect.in,Ghaziabad,Kaushambi,Electrical,Ghaziabad,Ghaziabad,0,10,4.2,19,0.76,0.03,66,567,870,1.7,0
524,Vivek Gupta,+918446232297,worker524@kaushalkonnect.in,Gurugram,Sector 14,Electrical,Gurugram,Gurugram,1,4,4.16,119,0.78,0.16,49,546,954,6.9,0
525,Anil Das,+918609738978,worker525@kaushalkonnect.in,Gurugram,Sector 56,Home Cleaning,Gurugram,Gurugram,1,13,3.81,161,0.86,0.1,30,355,1574,13.3,1
526,Sakshi Menon,+918261144697,worker526@kaushalkonnect.in,Gurugram,DLF Phase 3,Plumbing,Gurugram,Gurugram,1,9,3.86,584,0.94,0.1,41,512,2182,10.0,0
527,Anmol Arora,+916009690519,worker527@kaushalkonnect.in,Faridabad,Sector 15,Home Cleaning,Faridabad,Faridabad,1,7,3.69,181,0.9,0.04,87,378,1119,8.7,1
528,Anjali Rawat,+918647764973,worker528@kaushalkonnect.in,Faridabad,Sector 21,Home Cleaning,Faridabad,Faridabad,0,16,4.32,573,0.9,0.08,55,516,1352,9.6,1
529,Mohit Bhatia,+917914873095,worker529@kaushalkonnect.in,Delhi,Laxmi Nagar,Appliance Repair,East,East,1,1,4.41,303,0.89,0.1,105,587,3390,12.3,1
530,Naman Bisht,+918203761815,worker530@kaushalkonnect.in,Delhi,Preet Vihar,Plumbing,East,East,1,1,4.31,312,0.98,0.07,69,458,2269,6.3,1
531,Ananya Arora,+916501462036,worker531@kaushalkonnect.in,Delhi,Rohini,Painting,North,North,1,10,4.29,399,0.94,0.11,35,389,3510,2.2,1
532,Divya Tiwari,+918538467975,worker532@kaushalkonnect.in,Delhi,Pitampura,Home Cleaning,North,North,0,3,4.21,618,0.95,0.08,36,492,1716,5.3,1
533,Yogesh Sharma,+916269756407,worker533@kaushalkonnect.in,Delhi,Dwarka,Home Cleaning,West,West,1,6,3.88,88,0.92,0.06,24,410,897,13.8,1
534,Sanjay Chaudhary,+917354899708,worker534@kaushalkonnect.in,Delhi,Janakpuri,Home Cleaning,West,West,1,10,3.72,409,0.98,0.1,57,321,1212,5.5,0
535,Dev Iyer,+916702607390,worker535@kaushalkonnect.in,Delhi,Saket,Carpentry,South,South,1,13,4.68,62,0.87,0.02,28,582,4221,8.3,0
536,Ashish Kapoor,+916474498833,worker536@kaushalkonnect.in,Delhi,Malviya Nagar,Appliance Repair,South,South,0,8,4.29,5,0.85,0.04,84,618,1748,5.8,0
537,Deepika Ali,+919474693052,worker537@kaushalkonnect.in,Delhi,Karol Bagh,Painting,Central,Central,0,9,3.59,100,0.82,0.07,75,465,3013,4.6,0
538,Rakesh Ansari,+917441342285,worker538@kaushalkonnect.in,Delhi,Rajouri Garden,Appliance Repair,West,West,0,1,4.8,367,0.92,0.1,105,966,2573,6.3,0
539,Sanjay Kohli,+918651090202,worker539@kaushalkonnect.in,Noida,Sector 62,Home Cleaning,Noida,Noida,0,5,4.34,555,0.82,0.08,41,355,1430,9.7,1
540,Raj Das,+916570738911,worker540@kaushalkonnect.in,Noida,Sector 18,Painting,Noida,Noida,1,12,4.3,419,0.88,0.1,81,401,3773,4.9,0
541,Sanjay Sood,+917291329143,worker541@kaushalkonnect.in,Noida,Sector 50,Home Cleaning,Noida,Noida,1,8,4.22,398,0.93,0.08,10,307,1237,7.1,0
542,Riya Khanna,+916914780575,worker542@kaushalkonnect.in,Noida,Sector 137,Plumbing,Noida,Noida,1,13,3.39,58,0.85,0.12,40,562,1266,7.2,1
543,Suman Chaudhary,+918101494330,worker543@kaushalkonnect.in,Greater Noida,Knowledge Park,Plumbing,Greater Noida,Greater Noida,1,7,4.28,58,0.9,0.04,81,536,1582,9.7,0
544,Ananya Sood,+918983399586,worker544@kaushalkonnect.in,Greater Noida,Alpha 1,Carpentry,Greater Noida,Greater Noida,0,6,4.14,594,0.94,0.11,48,587,4006,11.8,0
545,Aarav Khanna,+919961247798,worker545@kaushalkonnect.in,Ghaziabad,Indirapuram,Carpentry,Ghaziabad,Ghaziabad,1,4,4.18,466,0.92,0.08,51,895,2304,2.5,1
546,Nisha Thakur,+917339052439,worker546@kaushalkonnect.in,Ghaziabad,Vaishali,Appliance Repair,Ghaziabad,Ghaziabad,1,13,3.87,75,0.83,0.18,82,1016,1827,3.3,1
547,Nikhil Joshi,+917280760338,worker547@kaushalkonnect.in,Ghaziabad,Kaushambi,Carpentry,Ghaziabad,Ghaziabad,1,2,4.72,50,0.88,0.03,27,802,3389,9.3,1
548,Sanjay Bhardwaj,+918787256231,worker548@kaushalkonnect.in,Gurugram,Sector 14,Plumbing,Gurugram,Gurugram,1,10,5.0,121,0.83,0.09,58,612,1533,10.7,0
549,Suraj Negi,+919827587781,worker549@kaushalkonnect.in,Gurugram,Sector 56,Carpentry,Gurugram,Gurugram,0,4,4.86,225,0.94,0.11,50,457,3931,10.4,0
550,Ayush Saini,+917728525432,worker550@kaushalkonnect.in,Gurugram,DLF Phase 3,Appliance Repair,Gurugram,Gurugram,1,6,3.89,305,0.81,0.12,70,1042,4301,2.4,0
551,Vivek Rana,+916685180073,worker551@kaushalkonnect.in,Faridabad,Sector 15,Home Cleaning,Faridabad,Faridabad,1,5,4.13,52,0.99,0.01,74,307,1298,2.4,0
552,Deepika Sood,+918795740863,worker552@kaushalkonnect.in,Faridabad,Sector 21,Carpentry,Faridabad,Faridabad,1,1,4.31,518,0.95,0.12,82,524,802,3.5,1
553,Rohit Bansal,+917997445691,worker553@kaushalkonnect.in,Delhi,Laxmi Nagar,Appliance Repair,East,East,1,10,4.36,631,0.94,0.09,14,926,1385,11.7,1
554,Aarav Qureshi,+919724571088,worker554@kaushalkonnect.in,Delhi,Preet Vihar,Carpentry,East,East,1,6,3.04,437,0.99,0.04,37,625,1511,12.7,1
555,Manish Gupta,+919860508171,worker555@kaushalkonnect.in,Delhi,Rohini,Appliance Repair,North,North,1,12,3.7,600,0.83,0.06,33,598,3209,1.6,1
556,Suraj Iyer,+917949798573,worker556@kaushalkonnect.in,Delhi,Pitampura,Home Cleaning,North,North,1,6,4.25,50,0.96,0.06,43,311,970,4.6,1
557,Yash Verma,+917727228994,worker557@kaushalkonnect.in,Delhi,Dwarka,Plumbing,West,West,0,5,4.54,435,0.99,0.02,58,522,2408,13.3,1
558,Ravi Kapoor,+916162722775,worker558@kaushalkonnect.in,Delhi,Janakpuri,Carpentry,West,West,1,8,4.22,489,0.8,0.06,10,858,1332,1.8,0
559,Vikram Srivastava,+916660839003,worker559@kaushalkonnect.in,Delhi,Saket,Painting,South,South,0,9,4.23,45,0.89,0.12,98,509,3226,10.5,1
560,Suman Rawat,+919598130256,worker560@kaushalkonnect.in,Delhi,Malviya Nagar,Painting,South,South,1,9,4.68,197,0.81,0.07,33,368,2261,13.2,0
561,Deepak Patel,+918339998146,worker561@kaushalkonnect.in,Delhi,Karol Bagh,Appliance Repair,Central,Central,1,9,4.27,412,0.9,0.07,55,476,2352,4.3,1
562,Shreya Menon,+916119664403,worker562@kaushalkonnect.in,Delhi,Rajouri Garden,Plumbing,West,West,1,5,3.81,124,0.94,0.16,41,520,1690,14.8,0
563,Riya Bhatia,+919638910639,worker563@kaushalkonnect.in,Noida,Sector 62,Electrical,Noida,Noida,1,10,4.3,583,0.79,0.04,32,582,2482,10.0,1
564,Naman Thakur,+917120488101,worker564@kaushalkonnect.in,Noida,Sector 18,Carpentry,Noida,Noida,1,6,4.35,12,0.88,0.01,101,561,2380,1.3,1
565,Divya Naidu,+916510673998,worker565@kaushalkonnect.in,Noida,Sector 50,Plumbing,Noida,Noida,1,9,3.71,303,0.98,0.01,94,731,2425,4.0,1
566,Yash Rana,+918915745973,worker566@kaushalkonnect.in,Noida,Sector 137,Painting,Noida,Noida,1,15,4.33,79,0.88,0.16,54,580,1352,12.0,0
567,Kavita Tripathi,+919106624588,worker567@kaushalkonnect.in,Greater Noida,Knowledge Park,Electrical,Greater Noida,Greater Noida,1,11,3.85,222,0.88,0.02,30,632,2680,3.9,1
568,Bhavna Mishra,+916958184288,worker568@kaushalkonnect.in,Greater Noida,Alpha 1,Plumbing,Greater Noida,Greater Noida,1,3,4.46,169,0.84,0.09,18,560,632,5.7,1
569,Anjali Chaudhary,+916215268052,worker569@kaushalkonnect.in,Ghaziabad,Indirapuram,Plumbing,Ghaziabad,Ghaziabad,1,9,4.11,29,0.92,0.08,100,591,1927,11.1,1
570,Rahul Singh,+917817320253,worker570@kaushalkonnect.in,Ghaziabad,Vaishali,Carpentry,Ghaziabad,Ghaziabad,0,11,4.22,90,0.89,0.04,67,887,1397,0.8,1
571,Rohit Naidu,+916471363553,worker571@kaushalkonnect.in,Ghaziabad,Kaushambi,Appliance Repair,Ghaziabad,Ghaziabad,1,8,5.0,486,0.99,0.14,59,952,2928,10.9,0
572,Vivek Qureshi,+916580205903,worker572@kaushalkonnect.in,Gurugram,Sector 14,Plumbing,Gurugram,Gurugram,1,10,3.91,16,0.87,0.04,20,513,1828,7.4,0
573,Mohit Qureshi,+919135816997,worker573@kaushalkonnect.in,Gurugram,Sector 56,Painting,Gurugram,Gurugram,1,4,3.71,502,0.99,0.05,49,542,2647,9.3,1
574,Ayush Menon,+919504266885,worker574@kaushalkonnect.in,Gurugram,DLF Phase 3,Appliance Repair,Gurugram,Gurugram,1,9,4.44,244,0.7,0.08,56,457,1727,14.3,1
575,Ravi Negi,+916213676944,worker575@kaushalkonnect.in,Faridabad,Sector 15,Carpentry,Faridabad,Faridabad,1,3,3.76,212,0.88,0.02,90,613,3250,7.3,1
576,Bhavna Negi,+919892058529,worker576@kaushalkonnect.in,Faridabad,Sector 21,Plumbing,Faridabad,Faridabad,1,9,4.58,577,0.9,0.11,30,659,933,13.3,1
577,Arnav Roy,+918287528828,worker577@kaushalkonnect.in,Delhi,Laxmi Nagar,Painting,East,East,1,12,3.9,6,0.87,0.09,71,613,1164,6.9,1
578,Vivek Arora,+918209186781,worker578@kaushalkonnect.in,Delhi,Preet Vihar,Plumbing,East,East,1,8,5.0,111,0.88,0.1,58,696,755,10.9,1
579,Aarav Saini,+918703629130,worker579@kaushalkonnect.in,Delhi,Rohini,Home Cleaning,North,North,1,14,4.24,529,0.86,0.14,54,454,1711,1.3,1
580,Rahul Rawat,+919965175403,worker580@kaushalkonnect.in,Delhi,Pitampura,Appliance Repair,North,North,1,7,4.84,335,0.92,0.07,49,1067,3662,12.9,1
581,Ayush Naidu,+916220069348,worker581@kaushalkonnect.in,Delhi,Dwarka,Electrical,West,West,1,4,4.49,616,0.82,0.06,103,596,1307,6.4,0
582,Vikas Jain,+918086808784,worker582@kaushalkonnect.in,Delhi,Janakpuri,Painting,West,West,1,10,4.15,215,0.99,0.1,68,558,1479,8.5,1
583,Shreya Jain,+918596699097,worker583@kaushalkonnect.in,Delhi,Saket,Appliance Repair,South,South,1,8,4.3,296,0.91,0.04,34,900,1405,7.9,1
584,Naman Patel,+919354253192,worker584@kaushalkonnect.in,Delhi,Malviya Nagar,Plumbing,South,South,1,11,5.0,15,0.81,0.1,54,478,1048,4.0,0
585,Bhavna Kohli,+916960355180,worker585@kaushalkonnect.in,Delhi,Karol Bagh,Electrical,Central,Central,1,8,4.01,454,0.83,0.01,60,403,2899,6.5,0
586,Ashish Pandey,+917981964220,worker586@kaushalkonnect.in,Delhi,Rajouri Garden,Home Cleaning,West,West,1,9,4.48,21,0.99,0.01,45,350,951,14.6,0
587,Deepak Jain,+918118714306,worker587@kaushalkonnect.in,Noida,Sector 62,Carpentry,Noida,Noida,0,14,4.41,65,0.84,0.16,52,864,3388,12.6,1
588,Arnav Mehta,+918996088760,worker588@kaushalkonnect.in,Noida,Sector 18,Plumbing,Noida,Noida,1,9,4.54,524,0.8,0.1,66,496,2031,13.9,1
589,Rohit Wadhwa,+919276470328,worker589@kaushalkonnect.in,Noida,Sector 50,Home Cleaning,Noida,Noida,1,18,4.17,448,0.89,0.12,53,476,591,9.5,1
590,Priya Tiwari,+916461864191,worker590@kaushalkonnect.in,Noida,Sector 137,Electrical,Noida,Noida,1,4,4.7,82,0.96,0.1,64,657,2321,11.2,0
591,Deepika Rana,+919522487212,worker591@kaushalkonnect.in,Greater Noida,Knowledge Park,Appliance Repair,Greater Noida,Greater Noida,1,1,3.76,362,0.77,0.01,25,935,821,14.3,0
592,Akash Qureshi,+919470275551,worker592@kaushalkonnect.in,Greater Noida,Alpha 1,Electrical,Greater Noida,Greater Noida,1,8,4.02,635,0.94,0.14,13,778,2532,14.5,1
593,Vikas Thakur,+917910951663,worker593@kaushalkonnect.in,Ghaziabad,Indirapuram,Plumbing,Ghaziabad,Ghaziabad,1,8,4.33,52,0.81,0.11,25,608,870,11.3,1
594,Arjun Bhatia,+917274986989,worker594@kaushalkonnect.in,Ghaziabad,Vaishali,Appliance Repair,Ghaziabad,Ghaziabad,1,7,3.94,624,0.85,0.13,86,1087,1018,7.1,1
595,Bhavna Rana,+916688011822,worker595@kaushalkonnect.in,Ghaziabad,Kaushambi,Home Cleaning,Ghaziabad,Ghaziabad,1,9,4.75,561,0.86,0.05,39,382,1789,1.0,0
596,Rohit Tripathi,+919628257553,worker596@kaushalkonnect.in,Gurugram,Sector 14,Painting,Gurugram,Gurugram,1,4,4.08,125,0.92,0.02,85,626,3754,12.8,1
597,Neeraj Rao,+917327420875,worker597@kaushalkonnect.in,Gurugram,Sector 56,Painting,Gurugram,Gurugram,1,7,4.13,38,0.86,0.09,40,623,1654,12.5,1
598,Siddharth Thakur,+918003838856,worker598@kaushalkonnect.in,Gurugram,DLF Phase 3,Carpentry,Gurugram,Gurugram,1,9,4.61,545,0.9,0.03,87,723,3634,1.2,1
599,Aditi Singh,+919978031677,worker599@kaushalkonnect.in,Faridabad,Sector 15,Plumbing,Faridabad,Faridabad,1,13,3.77,620,0.94,0.11,50,485,1946,1.1,0
600,Anmol Rawat,+919386689459,worker600@kaushalkonnect.in,Faridabad,Sector 21,Plumbing,Faridabad,Faridabad,1,1,3.72,440,0.81,0.05,69,473,1586,10.6,1
601,Rakesh Menon,+916183227540,worker601@kaushalkonnect.in,Delhi,Laxmi Nagar,Plumbing,East,East,1,8,4.23,644,0.94,0.01,96,530,981,14.0,0
602,Anil Kapoor,+916728751521,worker602@kaushalkonnect.in,Delhi,Preet Vihar,Electrical,East,East,1,5,3.91,57,0.74,0.13,46,424,680,6.9,0
603,Neha Bhardwaj,+916165617260,worker603@kaushalkonnect.in,Delhi,Rohini,Carpentry,North,North,1,6,4.46,338,0.81,0.16,25,555,3611,10.0,1
604,Sunil Tripathi,+919711348616,worker604@kaushalkonnect.in,Delhi,Pitampura,Carpentry,North,North,1,3,4.18,431,0.92,0.08,46,470,3639,2.8,0
605,Aarav Sheikh,+919704613259,worker605@kaushalkonnect.in,Delhi,Dwarka,Carpentry,West,West,0,8,3.81,394,0.98,0.1,84,574,4070,11.1,1
606,Aman Ansari,+916132185865,worker606@kaushalkonnect.in,Delhi,Janakpuri,Appliance Repair,West,West,1,10,4.31,222,0.95,0.08,89,523,2927,14.5,1
607,Yash Thakur,+919646013373,worker607@kaushalkonnect.in,Delhi,Saket,Electrical,South,South,0,6,4.48,505,0.99,0.05,32,530,2238,5.5,0
608,Pooja Reddy,+916646939429,worker608@kaushalkonnect.in,Delhi,Malviya Nagar,Plumbing,South,South,1,7,4.79,78,0.87,0.07,52,656,1108,13.5,0
609,Raj Patel,+916353649680,worker609@kaushalkonnect.in,Delhi,Karol Bagh,Painting,Central,Central,0,10,3.9,390,0.96,0.1,67,465,1824,8.0,1
610,Anjali Thakur,+919463924858,worker610@kaushalkonnect.in,Delhi,Rajouri Garden,Electrical,West,West,1,4,4.47,283,0.84,0.03,62,758,2328,8.8,0
611,Pooja Ansari,+916344783841,worker611@kaushalkonnect.in,Noida,Sector 62,Plumbing,Noida,Noida,1,13,4.17,411,0.95,0.09,10,599,2225,3.0,0
612,Raj Rana,+919269935629,worker612@kaushalkonnect.in,Noida,Sector 18,Plumbing,Noida,Noida,1,11,4.42,259,0.79,0.12,63,437,1220,10.9,1
613,Simran Dutta,+919858956696,worker613@kaushalkonnect.in,Noida,Sector 50,Plumbing,Noida,Noida,1,17,4.28,352,0.93,0.05,97,565,935,4.5,0
614,Sachin Ghosh,+918002505125,worker614@kaushalkonnect.in,Noida,Sector 137,Home Cleaning,Noida,Noida,1,18,3.92,220,0.92,0.08,69,498,1261,8.8,1
615,Amit Malhotra,+919965526912,worker615@kaushalkonnect.in,Greater Noida,Knowledge Park,Appliance Repair,Greater Noida,Greater Noida,1,1,3.52,440,0.99,0.07,78,792,4230,8.4,0
616,Ravi Sharma,+916454082274,worker616@kaushalkonnect.in,Greater Noida,Alpha 1,Painting,Greater Noida,Greater Noida,1,14,3.84,334,0.86,0.12,50,374,2571,13.4,1
