booking_id,worker_id,customer_id,category,user_zone,budget,status,created_at,customer_name,customer_phone,customer_email
1148,416,90,Electrical,Gurugram,1670,completed,2026-08-16T18:11:09.373892+00:00,Ayush Srivastava,+917310982232,customer90@kaushalkonnect.in
1149,784,366,Plumbing,Noida,675,rejected,2026-08-12T19:29:31.373892+00:00,Kavita Bansal,+919981916895,customer366@kaushalkonnect.in
1150,614,167,Home Cleaning,Noida,1577,requested,2026-06-27T11:37:32.373892+00:00,Naman Bansal,+919290222030,customer167@kaushalkonnect.in
1151,743,288,Plumbing,Faridabad,963,booked,2026-07-19T22:17:16.373892+00:00,Ananya Jain,+917306566964,customer288@kaushalkonnect.in
1152,362,495,Carpentry,Noida,3766,requested,2026-07-30T03:03:10.373892+00:00,Sakshi Patel,+918017379372,customer495@kaushalkonnect.in
1153,787,153,Home Cleaning,Ghaziabad,931,cancelled,2026-07-05T08:24:06.373892+00:00,Rohit Rana,+919554397259,customer153@kaushalkonnect.in
1154,789,469,Appliance Repair,Gurugram,2994,rejected,2026-06-22T13:32:12.373892+00:00,Priya Bhatia,+917178690535,customer469@kaushalkonnect.in
1155,148,215,Appliance Repair,Delhi,2408,booked,2026-07-03T00:32:51.373892+00:00,Ankit Bansal,+917167165365,customer215@kaushalkonnect.in
1156,539,29,Home Cleaning,Delhi,723,booked,2026-07-30T09:34:53.373892+00:00,Vivek Shah,+916302207410,customer29@kaushalkonnect.in
1157,650,35,Plumbing,Gurugram,2500,rejected,2026-08-22T23:21:28.373892+00:00,Nisha Mehta,+916462424676,customer35@kaushalkonnect.in
1158,62,537,Appliance Repair,Delhi,1851,completed,2026-06-15T01:44:19.373892+00:00,Karan Kohli,+919415864604,customer537@kaushalkonnect.in
1159,184,385,Painting,Delhi,1141,requested,2026-08-04T12:11:08.373892+00:00,Suraj Saxena,+917929928210,customer385@kaushalkonnect.in
1160,126,53,Electrical,Gurugram,1551,requested,2026-08-04T21:23:18.373892+00:00,Vinay Menon,+918174675907,customer53@kaushalkonnect.in
1161,664,523,Plumbing,Delhi,1135,requested,2026-07-06T11:20:03.373892+00:00,Sachin Rana,+918800975762,customer523@kaushalkonnect.in
1162,677,560,Plumbing,Delhi,911,requested,2026-08-02T12:58:02.373892+00:00,Pradeep Menon,+919319371669,customer560@kaushalkonnect.in
1163,596,87,Painting,Delhi,994,booked,2026-06-19T22:44:43.373892+00:00,Siddharth Singh,+917414787450,customer87@kaushalkonnect.in
1164,724,30,Plumbing,Noida,988,booked,2026-07-13T18:06:19.373892+00:00,Yash Chaudhary,+916131415788,customer30@kaushalkonnect.in
1165,925,7,Plumbing,Delhi,651,booked,2026-08-27T08:49:43.373892+00:00,Vinay Ansari,+916749555995,customer7@kaushalkonnect.in
1166,622,262,Carpentry,Delhi,3569,requested,2026-07-03T03:56:21.373892+00:00,Rakesh Rawat,+919454537489,customer262@kaushalkonnect.in
1167,378,75,Carpentry,Delhi,2705,booked,2026-08-11T04:35:33.373892+00:00,Vikas Chaudhary,+916829212705,customer75@kaushalkonnect.in
1168,174,394,Home Cleaning,Greater Noida,1117,completed,2026-06-21T21:39:57.373892+00:00,Anil Thakur,+917551313085,customer394@kaushalkonnect.in
1169,285,19,Painting,Gurugram,2108,booked,2026-08-23T20:42:29.373892+00:00,Vivek Sharma,+916461731048,customer19@kaushalkonnect.in
1170,238,125,Electrical,Gurugram,1324,requested,2026-07-13T23:41:29.373892+00:00,Nisha Menon,+919537475982,customer125@kaushalkonnect.in
1171,813,484,Appliance Repair,Gurugram,1741,booked,2026-09-04T16:39:51.373892+00:00,Kavita Ali,+916191889633,customer484@kaushalkonnect.in
1172,824,80,Appliance Repair,Delhi,1837,requested,2026-08-12T22:04:43.373892+00:00,Aman Mehta,+916450588002,customer80@kaushalkonnect.in
1173,976,312,Carpentry,Gurugram,1473,booked,2026-08-05T07:06:52.373892+00:00,Gaurav Sood,+917430201638,customer312@kaushalkonnect.in
1174,848,553,Plumbing,Ghaziabad,718,booked,2026-07-05T22:17:35.373892+00:00,Arjun Arora,+917042349691,customer553@kaushalkonnect.in
1175,210,368,Painting,Delhi,2350,cancelled,2026-07-07T19:03:28.373892+00:00,Rohit Dutta,+918615420051,customer368@kaushalkonnect.in
1176,513,298,Electrical,Delhi,823,completed,2026-06-14T16:09:03.373892+00:00,Ayush Chauhan,+919171889842,customer298@kaushalkonnect.in
1177,60,281,Plumbing,Gurugram,2145,booked,2026-08-23T17:30:36.373892+00:00,Sanjay Rao,+917747847178,customer281@kaushalkonnect.in
1178,828,86,Painting,Ghaziabad,1395,booked,2026-08-12T11:44:16.373892+00:00,Neha Iyer,+918364855851,customer86@kaushalkonnect.in
1179,403,380,Appliance Repair,Noida,1584,booked,2026-07-30T00:44:33.373892+00:00,Aditi Bisht,+918594147555,customer380@kaushalkonnect.in
1180,647,395,Electrical,Greater Noida,1744,completed,2026-08-05T16:54:53.373892+00:00,Yash Sood,+917389852540,customer395@kaushalkonnect.in
1181,826,183,Appliance Repair,Faridabad,2720,booked,2026-08-09T23:48:39.373892+00:00,Pooja Agarwal,+917293298587,customer183@kaushalkonnect.in
1182,4,448,Home Cleaning,Noida,809,completed,2026-07-10T15:15:15.373892+00:00,Siddharth Bhatia,+916241053361,customer448@kaushalkonnect.in
1183,368,468,Painting,Ghaziabad,1835,completed,2026-06-20T18:08:30.373892+00:00,Karan Khanna,+916112379420,customer468@kaushalkonnect.in
1184,742,214,Painting,Noida,2484,completed,2026-09-05T19:40:43.373892+00:00,Sunil Agarwal,+918658057535,customer214@kaushalkonnect.in
1185,58,126,Carpentry,Delhi,1574,requested,2026-08-22T07:52:25.373892+00:00,Shivam Naidu,+918280149372,customer126@kaushalkonnect.in
1186,420,228,Carpentry,Gurugram,2417,booked,2026-07-17T06:40:21.373892+00:00,Karan Patel,+916494472047,customer228@kaushalkonnect.in
1187,881,285,Home Cleaning,Noida,881,booked,2026-09-02T20:23:03.373892+00:00,Manish Khan,+917897003300,customer285@kaushalkonnect.in
1188,782,27,Plumbing,Gurugram,1238,requested,2026-08-02T09:32:31.373892+00:00,Sonam Ghosh,+918245125686,customer27@kaushalkonnect.in
1189,490,164,Carpentry,Gurugram,2112,booked,2026-07-13T04:18:36.373892+00:00,Divya Sharma,+918105422968,customer164@kaushalkonnect.in
1190,488,179,Painting,Ghaziabad,1863,completed,2026-07-27T18:06:12.373892+00:00,Priya Dutta,+916829457548,customer179@kaushalkonnect.in
1191,637,214,Home Cleaning,Noida,615,booked,2026-06-24T03:58:41.373892+00:00,Sunil Agarwal,+918658057535,customer214@kaushalkonnect.in
1192,720,320,Plumbing,Delhi,1515,completed,2026-06-20T17:08:22.373892+00:00,Priya Roy,+918406845780,customer320@kaushalkonnect.in
1193,32,584,Electrical,Faridabad,761,requested,2026-07-14T17:17:54.373892+00:00,Neha Verma,+918053138003,customer584@kaushalkonnect.in
1194,566,48,Painting,Delhi,1870,booked,2026-07-05T17:48:04.373892+00:00,Ashish Tripathi,+916647855605,customer48@kaushalkonnect.in
1195,92,508,Plumbing,Gurugram,1116,requested,2026-06-23T02:50:17.373892+00:00,Pooja Sheikh,+919301403601,customer508@kaushalkonnect.in
1196,121,402,Painting,Noida,1354,booked,2026-09-05T06:37:18.373892+00:00,Ananya Mishra,+917127061635,customer402@kaushalkonnect.in
1197,913,282,Electrical,Gurugram,1406,cancelled,2026-07-10T03:38:19.373892+00:00,Isha Saxena,+918905967132,customer282@kaushalkonnect.in
1198,212,295,Carpentry,Noida,1328,booked,2026-06-24T04:34:53.373892+00:00,Sachin Sharma,+918826481746,customer295@kaushalkonnect.in
1199,391,418,Home Cleaning,Delhi,705,booked,2026-08-17T15:09:23.373892+00:00,Vinay Srivastava,+919267599617,customer418@kaushalkonnect.in
1200,29,590,Home Cleaning,Gurugram,858,requested,2026-06-25T15:55:12.373892+00:00,Riya Sharma,+917026285367,customer590@kaushalkonnect.in
1201,769,536,Painting,Delhi,2536,requested,2026-07-03T17:45:34.373892+00:00,Ananya Ghosh,+918112041175,customer536@kaushalkonnect.in
1202,253,269,Electrical,Delhi,1321,booked,2026-08-02T00:46:50.373892+00:00,Suraj Kohli,+917917028496,customer269@kaushalkonnect.in
1203,745,571,Painting,Gurugram,1192,booked,2026-08-14T18:50:29.373892+00:00,Sachin Patel,+919133129664,customer571@kaushalkonnect.in
1204,268,479,Electrical,Noida,1332,booked,2026-07-20T11:45:30.373892+00:00,Arnav Sharma,+916203976808,customer479@kaushalkonnect.in
1205,130,335,Electrical,Faridabad,2041,completed,2026-08-20T04:40:05.373892+00:00,Shreya Das,+917309578108,customer335@kaushalkonnect.in
1206,493,460,Painting,Gurugram,2502,requested,2026-08-02T08:09:21.373892+00:00,Rakesh Sheikh,+916441062571,customer460@kaushalkonnect.in
1207,564,499,Carpentry,Ghaziabad,1611,completed,2026-07-12T22:12:52.373892+00:00,Deepak Mishra,+917088184960,customer499@kaushalkonnect.in
1208,371,216,Appliance Repair,Noida,2008,requested,2026-08-05T00:34:17.373892+00:00,Mohit Rao,+918547854797,customer216@kaushalkonnect.in
1209,466,166,Plumbing,Delhi,1386,requested,2026-07-14T22:15:51.373892+00:00,Neeraj Sharma,+916052441830,customer166@kaushalkonnect.in
1210,867,249,Carpentry,Gurugram,2230,booked,2026-06-12T05:02:22.373892+00:00,Manish Thakur,+919039698984,customer249@kaushalkonnect.in
1211,848,256,Plumbing,Ghaziabad,1185,booked,2026-06-17T23:44:21.373892+00:00,Shreya Kapoor,+916173667269,customer256@kaushalkonnect.in
1212,532,530,Home Cleaning,Gurugram,1201,requested,2026-06-18T21:59:01.373892+00:00,Rahul Patel,+918088665239,customer530@kaushalkonnect.in
1213,396,440,Appliance Repair,Ghaziabad,1454,completed,2026-07-18T16:20:08.373892+00:00,Neeraj Mishra,+916363199951,customer440@kaushalkonnect.in
1214,935,412,Plumbing,Ghaziabad,1389,completed,2026-08-28T16:01:42.373892+00:00,Priya Tiwari,+918533674697,customer412@kaushalkonnect.in
1215,428,429,Appliance Repair,Gurugram,2833,booked,2026-06-28T22:28:04.373892+00:00,Yogesh Rana,+917907513866,customer429@kaushalkonnect.in
1216,691,97,Electrical,Delhi,1501,completed,2026-08-10T09:20:13.373892+00:00,Kavita Kohli,+917223748296,customer97@kaushalkonnect.in
1217,296,422,Plumbing,Noida,1312,completed,2026-08-31T02:26:01.373892+00:00,Pankaj Arora,+917739957031,customer422@kaushalkonnect.in
1218,625,99,Carpentry,Delhi,2600,booked,2026-08-30T12:12:20.373892+00:00,Ananya Negi,+918751410886,customer99@kaushalkonnect.in
1219,727,199,Electrical,Noida,719,requested,2026-08-05T21:46:53.373892+00:00,Shreya Kumar,+919075629003,customer199@kaushalkonnect.in
1220,660,448,Home Cleaning,Noida,979,booked,2026-08-19T19:32:46.373892+00:00,Siddharth Bhatia,+916241053361,customer448@kaushalkonnect.in
1221,32,304,Electrical,Delhi,1307,requested,2026-07-09T04:05:10.373892+00:00,Neeraj Roy,+918941732358,customer304@kaushalkonnect.in
1222,932,491,Painting,Greater Noida,2215,cancelled,2026-08-02T16:21:35.373892+00:00,Aarav Menon,+918453655982,customer491@kaushalkonnect.in
1223,994,402,Carpentry,Noida,2760,cancelled,2026-06-15T14:48:58.373892+00:00,Ananya Mishra,+917127061635,customer402@kaushalkonnect.in
1224,97,445,Carpentry,Delhi,800,completed,2026-06-24T01:04:51.373892+00:00,Pankaj Ansari,+917866394351,customer445@kaushalkonnect.in
1225,85,52,Appliance Repair,Noida,1410,cancelled,2026-06-22T22:27:39.373892+00:00,Meera Ghosh,+919924454531,customer52@kaushalkonnect.in
1226,905,522,Home Cleaning,Greater Noida,678,completed,2026-09-05T14:26:41.373892+00:00,Sonam Chaudhary,+918771796443,customer522@kaushalkonnect.in
1227,914,364,Electrical,Greater Noida,707,booked,2026-06-29T23:36:28.373892+00:00,Mohit Reddy,+916384701713,customer364@kaushalkonnect.in
1228,588,240,Plumbing,Noida,1530,requested,2026-08-07T19:40:54.373892+00:00,Ankit Das,+916278579410,customer240@kaushalkonnect.in
1229,648,16,Plumbing,Greater Noida,1167,booked,2026-07-18T06:35:44.373892+00:00,Mohit Saini,+919977886998,customer16@kaushalkonnect.in
1230,232,336,Plumbing,Ghaziabad,1061,completed,2026-07-05T06:38:36.373892+00:00,Neeraj Rawat,+918418617072,customer336@kaushalkonnect.in
1231,199,481,Plumbing,Faridabad,2262,requested,2026-08-09T22:46:58.373892+00:00,Sonam Sood,+918928709482,customer481@kaushalkonnect.in
1232,379,197,Painting,Gurugram,801,requested,2026-06-13T18:59:44.373892+00:00,Vikram Jain,+916471203455,customer197@kaushalkonnect.in
1233,907,230,Carpentry,Noida,1997,cancelled,2026-06-21T23:00:22.373892+00:00,Riya Sheikh,+917764133229,customer230@kaushalkonnect.in
1234,509,295,Home Cleaning,Noida,917,requested,2026-06-30T06:32:15.373892+00:00,Sachin Sharma,+918826481746,customer295@kaushalkonnect.in
1235,664,501,Plumbing,Noida,774,completed,2026-07-09T16:05:17.373892+00:00,Aarav Joshi,+917984556435,customer501@kaushalkonnect.in
1236,7,370,Appliance Repair,Delhi,1405,completed,2026-07-06T04:15:15.373892+00:00,Pradeep Bisht,+916369601399,customer370@kaushalkonnect.in
1237,128,462,Painting,Faridabad,800,completed,2026-08-19T04:35:27.373892+00:00,Riya Mehta,+918711053674,customer462@kaushalkonnect.in
1238,232,151,Plumbing,Delhi,2490,requested,2026-08-20T04:03:59.373892+00:00,Ankit Srivastava,+918845903622,customer151@kaushalkonnect.in
1239,899,363,Appliance Repair,Noida,1508,booked,2026-09-04T23:35:35.373892+00:00,Naman Bisht,+918971798824,customer363@kaushalkonnect.in
1240,766,140,Appliance Repair,Gurugram,2035,booked,2026-07-21T02:05:45.373892+00:00,Vinay Verma,+916153842142,customer140@kaushalkonnect.in
1241,750,390,Appliance Repair,Delhi,3634,completed,2026-06-13T21:31:56.373892+00:00,Neha Arora,+918665113514,customer390@kaushalkonnect.in
1242,718,252,Home Cleaning,Delhi,1283,cancelled,2026-08-16T09:06:10.373892+00:00,Pankaj Sood,+917611950964,customer252@kaushalkonnect.in
1243,174,373,Home Cleaning,Faridabad,1164,booked,2026-06-21T23:28:53.373892+00:00,Deepak Bhardwaj,+916071465738,customer373@kaushalkonnect.in
1244,974,128,Home Cleaning,Gurugram,912,booked,2026-06-19T02:53:07.373892+00:00,Sanjay Rawat,+918586491298,customer128@kaushalkonnect.in
1245,349,586,Home Cleaning,Delhi,624,cancelled,2026-09-06T12:13:25.373892+00:00,Rohit Thakur,+918381411361,customer586@kaushalkonnect.in
1246,109,270,Electrical,Gurugram,2050,requested,2026-07-09T07:22:56.373892+00:00,Siddharth Roy,+918355381332,customer270@kaushalkonnect.in
1247,676,310,Electrical,Noida,1026,booked,2026-06-14T01:09:58.373892+00:00,Sunil Sood,+918009818828,customer310@kaushalkonnect.in
1248,493,259,Painting,Gurugram,1663,booked,2026-07-04T22:15:46.373892+00:00,Akash Chaudhary,+917819242275,customer259@kaushalkonnect.in
1249,822,187,Electrical,Noida,1825,booked,2026-07-24T18:39:06.373892+00:00,Pradeep Negi,+917214329566,customer187@kaushalkonnect.in
1250,270,94,Plumbing,Gurugram,600,completed,2026-06-18T20:56:06.373892+00:00,Riya Bhatia,+918371850287,customer94@kaushalkonnect.in
1251,683,133,Electrical,Delhi,1293,booked,2026-08-31T15:52:10.373892+00:00,Sunil Chauhan,+917926050435,customer133@kaushalkonnect.in
1252,728,193,Carpentry,Greater Noida,1755,booked,2026-07-25T23:06:36.373892+00:00,Deepika Jain,+916301811997,customer193@kaushalkonnect.in
1253,569,184,Plumbing,Faridabad,2052,booked,2026-08-25T18:24:27.373892+00:00,Vikram Sood,+919686312008,customer184@kaushalkonnect.in
1254,759,340,Home Cleaning,Ghaziabad,906,completed,2026-07-17T07:44:38.373892+00:00,Aarav Sood,+916897254814,customer340@kaushalkonnect.in
1255,1002,500,Home Cleaning,Faridabad,601,completed,2026-08-24T12:54:14.373892+00:00,Rohit Das,+919484665303,customer500@kaushalkonnect.in
1256,320,246,Home Cleaning,Gurugram,946,rejected,2026-08-18T15:31:35.373892+00:00,Deepika Arora,+916572656876,customer246@kaushalkonnect.in
1257,328,295,Electrical,Noida,1652,booked,2026-06-26T16:15:49.373892+00:00,Sachin Sharma,+918826481746,customer295@kaushalkonnect.in
1258,10,425,Painting,Ghaziabad,1512,requested,2026-08-30T03:14:15.373892+00:00,Nisha Jain,+917677283641,customer425@kaushalkonnect.in
1259,477,518,Painting,Delhi,1745,completed,2026-08-10T04:26:24.373892+00:00,Shivam Kohli,+917982565130,customer518@kaushalkonnect.in
1260,727,239,Electrical,Noida,1880,completed,2026-07-13T10:26:40.373892+00:00,Manish Reddy,+917750603384,customer239@kaushalkonnect.in
1261,819,451,Home Cleaning,Noida,1122,completed,2026-07-12T16:06:13.373892+00:00,Aarav Qureshi,+919484301459,customer451@kaushalkonnect.in
1262,431,1,Painting,Gurugram,1790,completed,2026-08-17T11:55:01.373892+00:00,Simran Srivastava,+916082754432,customer1@kaushalkonnect.in
1263,264,375,Electrical,Faridabad,875,booked,2026-06-12T20:03:00.373892+00:00,Bhavna Kapoor,+919134725344,customer375@kaushalkonnect.in
1264,114,560,Painting,Delhi,954,requested,2026-06-17T10:49:58.373892+00:00,Pradeep Menon,+919319371669,customer560@kaushalkonnect.in
1265,674,244,Appliance Repair,Noida,3286,requested,2026-07-02T01:34:45.373892+00:00,Bhavna Naidu,+918645996516,customer244@kaushalkonnect.in
1266,635,151,Home Cleaning,Delhi,867,requested,2026-07-24T17:12:14.373892+00:00,Ankit Srivastava,+918845903622,customer151@kaushalkonnect.in
1267,417,100,Plumbing,Delhi,735,booked,2026-07-02T08:34:41.373892+00:00,Shivam Sharma,+919798846461,customer100@kaushalkonnect.in
1268,72,420,Appliance Repair,Ghaziabad,2600,completed,2026-08-29T20:53:55.373892+00:00,Priya Bansal,+919319986427,customer420@kaushalkonnect.in
1269,55,331,Carpentry,Greater Noida,1795,requested,2026-08-02T14:39:29.373892+00:00,Nisha Malhotra,+919455509459,customer331@kaushalkonnect.in
1270,44,118,Carpentry,Delhi,1383,requested,2026-08-15T13:18:04.373892+00:00,Akash Ali,+918904630230,customer118@kaushalkonnect.in
1271,922,19,Carpentry,Gurugram,2245,booked,2026-07-15T19:03:51.373892+00:00,Vivek Sharma,+916461731048,customer19@kaushalkonnect.in
1272,225,204,Plumbing,Delhi,1101,requested,2026-08-21T16:30:52.373892+00:00,Rakesh Mishra,+918137619980,customer204@kaushalkonnect.in
1273,483,62,Carpentry,Ghaziabad,1366,completed,2026-07-18T09:47:45.373892+00:00,Akash Tiwari,+917618890194,customer62@kaushalkonnect.in
1274,291,455,Painting,Gurugram,1991,completed,2026-07-12T01:19:12.373892+00:00,Deepak Ansari,+917077747252,customer455@kaushalkonnect.in
1275,469,451,Home Cleaning,Noida,1078,completed,2026-08-25T15:18:15.373892+00:00,Aarav Qureshi,+919484301459,customer451@kaushalkonnect.in
1276,870,524,Plumbing,Ghaziabad,1329,booked,2026-06-23T12:44:37.373892+00:00,Ravi Jain,+918162698503,customer524@kaushalkonnect.in
1277,53,264,Painting,Noida,1380,booked,2026-07-05T00:55:10.373892+00:00,Divya Rawat,+917913417288,customer264@kaushalkonnect.in
1278,326,166,Plumbing,Delhi,1782,requested,2026-07-09T07:33:14.373892+00:00,Neeraj Sharma,+916052441830,customer166@kaushalkonnect.in
1279,139,41,Electrical,Gurugram,895,cancelled,2026-09-08T15:37:20.373892+00:00,Karan Sharma,+916107207304,customer41@kaushalkonnect.in
1280,91,79,Electrical,Delhi,1119,booked,2026-06-27T21:27:59.373892+00:00,Amit Joshi,+917611705539,customer79@kaushalkonnect.in
1281,517,314,Carpentry,Noida,2396,booked,2026-07-23T11:40:00.373892+00:00,Sakshi Verma,+919858809607,customer314@kaushalkonnect.in
1282,841,530,Carpentry,Gurugram,1870,booked,2026-08-20T02:35:23.373892+00:00,Rahul Patel,+918088665239,customer530@kaushalkonnect.in
1283,130,203,Electrical,Faridabad,1380,booked,2026-08-17T05:27:18.373892+00:00,Deepika Dutta,+917997223118,customer203@kaushalkonnect.in
1284,381,204,Carpentry,Delhi,2279,requested,2026-07-28T06:54:08.373892+00:00,Rakesh Mishra,+918137619980,customer204@kaushalkonnect.in
1285,582,217,Painting,Delhi,2529,booked,2026-07-04T18:57:05.373892+00:00,Aarav Bhardwaj,+918597580626,customer217@kaushalkonnect.in
1286,573,69,Painting,Delhi,1317,rejected,2026-06-11T22:13:22.373892+00:00,Sachin Das,+919590159232,customer69@kaushalkonnect.in
1287,540,156,Painting,Noida,1812,cancelled,2026-07-30T20:39:25.373892+00:00,Nikhil Yadav,+916619727559,customer156@kaushalkonnect.in
1288,445,337,Home Cleaning,Gurugram,869,booked,2026-07-03T18:53:53.373892+00:00,Sachin Shah,+918827315015,customer337@kaushalkonnect.in
1289,506,110,Painting,Delhi,800,cancelled,2026-08-04T23:22:45.373892+00:00,Kunal Sheikh,+917468950294,customer110@kaushalkonnect.in
1290,955,214,Carpentry,Noida,2141,completed,2026-07-17T11:02:33.373892+00:00,Sunil Agarwal,+918658057535,customer214@kaushalkonnect.in
1291,152,381,Appliance Repair,Delhi,3917,booked,2026-07-20T13:41:37.373892+00:00,Gaurav Shah,+918155868243,customer381@kaushalkonnect.in
1292,741,272,Appliance Repair,Delhi,2288,requested,2026-08-02T15:21:48.373892+00:00,Vikas Thakur,+918335530065,customer272@kaushalkonnect.in
1293,550,498,Appliance Repair,Delhi,2006,completed,2026-06-17T16:33:37.373892+00:00,Shreya Thakur,+918616624771,customer498@kaushalkonnect.in
1294,687,26,Painting,Ghaziabad,1660,booked,2026-07-27T06:39:18.373892+00:00,Pooja Rawat,+917561657903,customer26@kaushalkonnect.in
1295,832,71,Painting,Gurugram,900,requested,2026-08-22T05:02:10.373892+00:00,Nisha Dutta,+919447836877,customer71@kaushalkonnect.in
1296,753,262,Painting,Delhi,1767,completed,2026-09-02T03:17:15.373892+00:00,Rakesh Rawat,+919454537489,customer262@kaushalkonnect.in
1297,257,236,Electrical,Delhi,1173,completed,2026-07-21T09:26:42.373892+00:00,Sonam Malhotra,+918250489029,customer236@kaushalkonnect.in
1298,424,213,Home Cleaning,Gurugram,855,requested,2026-07-03T20:30:05.373892+00:00,Ayush Pandey,+918315183022,customer213@kaushalkonnect.in
1299,569,405,Plumbing,Faridabad,1070,completed,2026-07-21T01:42:37.373892+00:00,Yash Sheikh,+918589600690,customer405@kaushalkonnect.in
1300,138,600,Painting,Noida,2123,booked,2026-09-02T16:47:18.373892+00:00,Vikram Nair,+917497239865,customer600@kaushalkonnect.in
1301,701,8,Home Cleaning,Delhi,1121,requested,2026-06-29T09:39:17.373892+00:00,Sameer Bisht,+917655985387,customer8@kaushalkonnect.in
1302,161,165,Home Cleaning,Delhi,1403,cancelled,2026-06-24T16:33:06.373892+00:00,Sachin Saini,+917692881628,customer165@kaushalkonnect.in
1303,194,367,Electrical,Delhi,977,booked,2026-07-31T00:44:15.373892+00:00,Sakshi Bhatia,+918332093858,customer367@kaushalkonnect.in
1304,632,547,Plumbing,Greater Noida,1112,cancelled,2026-08-14T23:30:55.373892+00:00,Naman Bhatia,+916004513153,customer547@kaushalkonnect.in
1305,591,326,Appliance Repair,Delhi,1046,completed,2026-06-14T12:28:49.373892+00:00,Sonam Rawat,+916404414288,customer326@kaushalkonnect.in
1306,809,341,Painting,Noida,810,requested,2026-07-21T18:19:35.373892+00:00,Yogesh Joshi,+919233980532,customer341@kaushalkonnect.in
1307,101,270,Home Cleaning,Gurugram,1354,booked,2026-07-10T01:02:41.373892+00:00,Siddharth Roy,+918355381332,customer270@kaushalkonnect.in
1308,707,373,Home Cleaning,Faridabad,746,booked,2026-08-24T03:07:32.373892+00:00,Deepak Bhardwaj,+916071465738,customer373@kaushalkonnect.in
1309,22,485,Appliance Repair,Gurugram,2091,booked,2026-07-21T17:48:46.373892+00:00,Ravi Ansari,+917796008813,customer485@kaushalkonnect.in
1310,337,463,Electrical,Delhi,1128,booked,2026-07-28T05:00:42.373892+00:00,Siddharth Iyer,+919869412403,customer463@kaushalkonnect.in
1311,411,83,Painting,Ghaziabad,2552,booked,2026-08-27T21:34:03.373892+00:00,Kavita Dutta,+919247075319,customer83@kaushalkonnect.in
1312,979,150,Home Cleaning,Delhi,985,requested,2026-07-29T03:09:34.373892+00:00,Deepak Chauhan,+917492215790,customer150@kaushalkonnect.in
1313,137,549,Carpentry,Delhi,2921,completed,2026-07-26T20:58:18.373892+00:00,Sonam Kumar,+918885796442,customer549@kaushalkonnect.in
1314,846,500,Electrical,Faridabad,1734,completed,2026-08-26T19:43:15.373892+00:00,Rohit Das,+919484665303,customer500@kaushalkonnect.in
1315,678,190,Carpentry,Ghaziabad,985,completed,2026-07-09T05:58:58.373892+00:00,Pooja Joshi,+918637059652,customer190@kaushalkonnect.in
1316,500,520,Painting,Ghaziabad,2041,cancelled,2026-08-06T15:43:07.373892+00:00,Rahul Mehta,+917309880076,customer520@kaushalkonnect.in
1317,879,466,Electrical,Gurugram,1225,requested,2026-07-03T20:53:19.373892+00:00,Kavita Roy,+918314430919,customer466@kaushalkonnect.in
1318,666,497,Plumbing,Faridabad,1430,booked,2026-08-20T11:16:12.373892+00:00,Dev Negi,+919059434779,customer497@kaushalkonnect.in
1319,683,232,Electrical,Faridabad,1927,booked,2026-07-30T17:59:11.373892+00:00,Sameer Agarwal,+916913813290,customer232@kaushalkonnect.in
1320,72,239,Appliance Repair,Noida,997,requested,2026-07-13T21:49:26.373892+00:00,Manish Reddy,+917750603384,customer239@kaushalkonnect.in
1321,518,111,Home Cleaning,Faridabad,995,completed,2026-07-14T04:49:38.373892+00:00,Bhavna Jain,+918614507171,customer111@kaushalkonnect.in
1322,252,600,Electrical,Noida,1281,booked,2026-07-04T04:13:06.373892+00:00,Vikram Nair,+917497239865,customer600@kaushalkonnect.in
1323,273,334,Electrical,Faridabad,1592,booked,2026-08-12T18:48:42.373892+00:00,Neeraj Verma,+918515519928,customer334@kaushalkonnect.in
1324,887,97,Electrical,Delhi,1821,requested,2026-09-04T22:55:57.373892+00:00,Kavita Kohli,+917223748296,customer97@kaushalkonnect.in
1325,618,143,Painting,Delhi,2445,cancelled,2026-07-21T09:00:42.373892+00:00,Rohit Qureshi,+918558284374,customer143@kaushalkonnect.in
1326,653,586,Appliance Repair,Delhi,2816,completed,2026-07-10T15:57:48.373892+00:00,Rohit Thakur,+918381411361,customer586@kaushalkonnect.in
1327,744,109,Plumbing,Gurugram,1984,completed,2026-08-31T22:45:00.373892+00:00,Ravi Wadhwa,+916211465544,customer109@kaushalkonnect.in
1328,717,25,Appliance Repair,Ghaziabad,887,completed,2026-07-15T07:42:22.373892+00:00,Raj Rao,+918939131163,customer25@kaushalkonnect.in
1329,51,424,Plumbing,Greater Noida,948,completed,2026-08-05T08:47:59.373892+00:00,Ananya Arora,+917773059011,customer424@kaushalkonnect.in
1330,923,295,Painting,Noida,1489,requested,2026-07-15T05:17:01.373892+00:00,Sachin Sharma,+918826481746,customer295@kaushalkonnect.in
1331,730,419,Appliance Repair,Delhi,2724,requested,2026-07-02T03:56:02.373892+00:00,Ashish Mehta,+918546669778,customer419@kaushalkonnect.in
1332,757,212,Home Cleaning,Faridabad,1300,requested,2026-07-29T14:07:13.373892+00:00,Ankit Kapoor,+919848242279,customer212@kaushalkonnect.in
1333,920,307,Plumbing,Gurugram,1069,requested,2026-07-30T20:13:42.373892+00:00,Ayush Sharma,+917471001363,customer307@kaushalkonnect.in
1334,880,474,Home Cleaning,Delhi,781,completed,2026-08-20T06:24:49.373892+00:00,Karan Malhotra,+919504063004,customer474@kaushalkonnect.in
